Machine579
40 2
0 0 34
0 1 6
1 0 36
1 1 10
2 0 27
2 1 26
3 0 37
3 1 33
4 0 31
4 1 6
5 0 22
5 1 10
6 0 5
6 1 25
7 0 37
7 1 38
8 0 21
8 1 37
9 0 6
9 1 17
10 0 10
10 1 7
11 0 21
11 1 0
12 0 39
12 1 15
13 0 32
13 1 14
14 0 2
14 1 24
15 0 5
15 1 32
16 0 22
16 1 39
17 0 34
17 1 25
18 0 5
18 1 22
19 0 38
19 1 13
20 0 17
20 1 32
21 0 24
21 1 31
22 0 27
22 1 22
23 0 18
23 1 2
24 0 13
24 1 2
25 0 26
25 1 21
26 0 30
26 1 1
27 0 17
27 1 19
28 0 39
28 1 18
29 0 22
29 1 14
30 0 22
30 1 11
31 0 39
31 1 3
32 0 23
32 1 31
33 0 21
33 1 11
34 0 14
34 1 18
35 0 14
35 1 13
36 0 4
36 1 32
37 0 5
37 1 20
38 0 27
38 1 36
39 0 17
39 1 30
