Machine474
40 2
0 0 37
0 1 37
1 0 9
1 1 28
2 0 27
2 1 35
3 0 24
3 1 21
4 0 23
4 1 10
5 0 33
5 1 34
6 0 38
6 1 36
7 0 23
7 1 39
8 0 33
8 1 38
9 0 28
9 1 1
10 0 19
10 1 9
11 0 36
11 1 9
12 0 38
12 1 11
13 0 5
13 1 15
14 0 6
14 1 10
15 0 9
15 1 20
16 0 25
16 1 9
17 0 9
17 1 38
18 0 21
18 1 2
19 0 6
19 1 14
20 0 32
20 1 31
21 0 24
21 1 12
22 0 33
22 1 18
23 0 22
23 1 26
24 0 6
24 1 34
25 0 17
25 1 10
26 0 38
26 1 7
27 0 33
27 1 28
28 0 31
28 1 5
29 0 3
29 1 25
30 0 9
30 1 32
31 0 21
31 1 27
32 0 2
32 1 10
33 0 23
33 1 13
34 0 21
34 1 8
35 0 28
35 1 27
36 0 37
36 1 23
37 0 14
37 1 26
38 0 1
38 1 30
39 0 22
39 1 0
