Machine433
40 2
0 0 26
0 1 10
1 0 28
1 1 6
2 0 12
2 1 7
3 0 38
3 1 7
4 0 27
4 1 8
5 0 32
5 1 1
6 0 1
6 1 30
7 0 9
7 1 17
8 0 36
8 1 18
9 0 25
9 1 13
10 0 32
10 1 16
11 0 22
11 1 30
12 0 37
12 1 16
13 0 22
13 1 18
14 0 21
14 1 33
15 0 30
15 1 35
16 0 38
16 1 1
17 0 20
17 1 37
18 0 24
18 1 14
19 0 17
19 1 15
20 0 7
20 1 8
21 0 32
21 1 37
22 0 26
22 1 24
23 0 6
23 1 28
24 0 11
24 1 38
25 0 28
25 1 10
26 0 35
26 1 1
27 0 22
27 1 25
28 0 2
28 1 38
29 0 37
29 1 13
30 0 29
30 1 2
31 0 28
31 1 24
32 0 5
32 1 34
33 0 34
33 1 33
34 0 39
34 1 25
35 0 7
35 1 2
36 0 26
36 1 2
37 0 39
37 1 24
38 0 11
38 1 30
39 0 7
39 1 25
