Machine412
40 2
0 0 38
0 1 11
1 0 39
1 1 19
2 0 39
2 1 19
3 0 9
3 1 8
4 0 29
4 1 36
5 0 20
5 1 33
6 0 18
6 1 28
7 0 24
7 1 34
8 0 23
8 1 20
9 0 7
9 1 5
10 0 22
10 1 35
11 0 11
11 1 36
12 0 14
12 1 31
13 0 8
13 1 0
14 0 20
14 1 0
15 0 10
15 1 23
16 0 9
16 1 12
17 0 22
17 1 1
18 0 8
18 1 7
19 0 21
19 1 18
20 0 16
20 1 11
21 0 17
21 1 14
22 0 28
22 1 4
23 0 5
23 1 1
24 0 17
24 1 21
25 0 25
25 1 14
26 0 2
26 1 2
27 0 22
27 1 15
28 0 22
28 1 10
29 0 34
29 1 6
30 0 1
30 1 34
31 0 0
31 1 2
32 0 20
32 1 2
33 0 0
33 1 39
34 0 13
34 1 3
35 0 30
35 1 34
36 0 17
36 1 22
37 0 12
37 1 26
38 0 12
38 1 7
39 0 21
39 1 36
