Machine462
40 2
0 0 24
0 1 30
1 0 0
1 1 38
2 0 23
2 1 27
3 0 34
3 1 23
4 0 8
4 1 24
5 0 18
5 1 7
6 0 1
6 1 3
7 0 4
7 1 36
8 0 9
8 1 11
9 0 12
9 1 39
10 0 5
10 1 29
11 0 15
11 1 15
12 0 27
12 1 30
13 0 32
13 1 0
14 0 1
14 1 13
15 0 39
15 1 37
16 0 3
16 1 31
17 0 29
17 1 39
18 0 6
18 1 8
19 0 8
19 1 29
20 0 5
20 1 39
21 0 30
21 1 37
22 0 30
22 1 3
23 0 30
23 1 26
24 0 12
24 1 16
25 0 22
25 1 29
26 0 39
26 1 18
27 0 30
27 1 17
28 0 7
28 1 0
29 0 34
29 1 3
30 0 18
30 1 5
31 0 18
31 1 38
32 0 37
32 1 22
33 0 18
33 1 15
34 0 14
34 1 36
35 0 32
35 1 18
36 0 3
36 1 8
37 0 2
37 1 26
38 0 26
38 1 21
39 0 8
39 1 11
