Machine318
40 2
0 0 12
0 1 24
1 0 21
1 1 19
2 0 28
2 1 22
3 0 4
3 1 21
4 0 23
4 1 33
5 0 1
5 1 27
6 0 39
6 1 24
7 0 22
7 1 16
8 0 35
8 1 38
9 0 6
9 1 3
10 0 19
10 1 39
11 0 5
11 1 11
12 0 0
12 1 26
13 0 25
13 1 1
14 0 39
14 1 0
15 0 35
15 1 26
16 0 6
16 1 26
17 0 35
17 1 11
18 0 23
18 1 26
19 0 24
19 1 27
20 0 13
20 1 19
21 0 7
21 1 17
22 0 17
22 1 14
23 0 24
23 1 0
24 0 37
24 1 32
25 0 2
25 1 23
26 0 30
26 1 26
27 0 36
27 1 24
28 0 35
28 1 18
29 0 28
29 1 22
30 0 3
30 1 7
31 0 15
31 1 0
32 0 13
32 1 27
33 0 20
33 1 13
34 0 19
34 1 6
35 0 30
35 1 0
36 0 3
36 1 22
37 0 0
37 1 24
38 0 17
38 1 23
39 0 22
39 1 31
