Machine423
40 2
0 0 3
0 1 19
1 0 39
1 1 35
2 0 26
2 1 17
3 0 33
3 1 17
4 0 15
4 1 33
5 0 5
5 1 20
6 0 29
6 1 39
7 0 2
7 1 23
8 0 36
8 1 0
9 0 35
9 1 32
10 0 11
10 1 28
11 0 6
11 1 20
12 0 23
12 1 32
13 0 0
13 1 0
14 0 9
14 1 38
15 0 36
15 1 7
16 0 28
16 1 19
17 0 25
17 1 17
18 0 6
18 1 15
19 0 16
19 1 39
20 0 17
20 1 22
21 0 37
21 1 4
22 0 9
22 1 13
23 0 22
23 1 0
24 0 22
24 1 18
25 0 21
25 1 14
26 0 31
26 1 33
27 0 24
27 1 5
28 0 13
28 1 34
29 0 17
29 1 16
30 0 6
30 1 20
31 0 2
31 1 37
32 0 30
32 1 39
33 0 22
33 1 4
34 0 37
34 1 18
35 0 36
35 1 7
36 0 2
36 1 39
37 0 4
37 1 2
38 0 25
38 1 33
39 0 19
39 1 34
