Machine407
40 2
0 0 21
0 1 10
1 0 23
1 1 15
2 0 20
2 1 12
3 0 5
3 1 31
4 0 10
4 1 19
5 0 16
5 1 39
6 0 33
6 1 30
7 0 10
7 1 24
8 0 27
8 1 16
9 0 21
9 1 28
10 0 38
10 1 21
11 0 27
11 1 5
12 0 34
12 1 31
13 0 19
13 1 4
14 0 30
14 1 7
15 0 19
15 1 5
16 0 1
16 1 10
17 0 24
17 1 39
18 0 36
18 1 16
19 0 35
19 1 37
20 0 4
20 1 0
21 0 16
21 1 25
22 0 37
22 1 17
23 0 39
23 1 27
24 0 22
24 1 27
25 0 3
25 1 4
26 0 38
26 1 12
27 0 25
27 1 33
28 0 9
28 1 8
29 0 8
29 1 25
30 0 16
30 1 4
31 0 9
31 1 18
32 0 4
32 1 7
33 0 18
33 1 37
34 0 26
34 1 23
35 0 13
35 1 38
36 0 8
36 1 5
37 0 20
37 1 19
38 0 13
38 1 6
39 0 16
39 1 6
