Machine327
40 2
0 0 7
0 1 39
1 0 32
1 1 38
2 0 27
2 1 23
3 0 4
3 1 25
4 0 32
4 1 2
5 0 5
5 1 30
6 0 14
6 1 27
7 0 2
7 1 15
8 0 3
8 1 15
9 0 22
9 1 21
10 0 17
10 1 17
11 0 37
11 1 1
12 0 33
12 1 23
13 0 4
13 1 30
14 0 18
14 1 18
15 0 30
15 1 19
16 0 5
16 1 16
17 0 0
17 1 30
18 0 19
18 1 22
19 0 23
19 1 17
20 0 21
20 1 13
21 0 35
21 1 12
22 0 19
22 1 11
23 0 31
23 1 12
24 0 24
24 1 29
25 0 22
25 1 2
26 0 9
26 1 7
27 0 19
27 1 16
28 0 4
28 1 27
29 0 31
29 1 7
30 0 33
30 1 17
31 0 33
31 1 17
32 0 11
32 1 34
33 0 12
33 1 30
34 0 10
34 1 30
35 0 21
35 1 9
36 0 0
36 1 6
37 0 14
37 1 37
38 0 1
38 1 19
39 0 1
39 1 5
