Machine448
40 2
0 0 25
0 1 30
1 0 2
1 1 33
2 0 24
2 1 5
3 0 26
3 1 7
4 0 25
4 1 34
5 0 24
5 1 30
6 0 29
6 1 33
7 0 33
7 1 34
8 0 38
8 1 8
9 0 34
9 1 8
10 0 30
10 1 5
11 0 16
11 1 17
12 0 6
12 1 19
13 0 27
13 1 23
14 0 33
14 1 3
15 0 33
15 1 29
16 0 18
16 1 20
17 0 5
17 1 13
18 0 35
18 1 12
19 0 22
19 1 29
20 0 38
20 1 37
21 0 37
21 1 28
22 0 37
22 1 0
23 0 13
23 1 11
24 0 35
24 1 30
25 0 12
25 1 29
26 0 37
26 1 36
27 0 28
27 1 27
28 0 38
28 1 15
29 0 17
29 1 39
30 0 5
30 1 39
31 0 30
31 1 31
32 0 7
32 1 34
33 0 6
33 1 8
34 0 14
34 1 39
35 0 33
35 1 0
36 0 24
36 1 32
37 0 14
37 1 35
38 0 4
38 1 12
39 0 17
39 1 37
