Machine480
40 2
0 0 2
0 1 21
1 0 3
1 1 38
2 0 5
2 1 30
3 0 16
3 1 7
4 0 21
4 1 11
5 0 33
5 1 23
6 0 31
6 1 39
7 0 37
7 1 8
8 0 18
8 1 4
9 0 6
9 1 11
10 0 3
10 1 13
11 0 1
11 1 14
12 0 9
12 1 39
13 0 9
13 1 22
14 0 29
14 1 31
15 0 5
15 1 24
16 0 11
16 1 27
17 0 3
17 1 20
18 0 25
18 1 23
19 0 26
19 1 12
20 0 4
20 1 25
21 0 0
21 1 20
22 0 23
22 1 28
23 0 31
23 1 8
24 0 17
24 1 9
25 0 1
25 1 24
26 0 20
26 1 1
27 0 38
27 1 18
28 0 31
28 1 10
29 0 6
29 1 33
30 0 23
30 1 26
31 0 34
31 1 28
32 0 11
32 1 31
33 0 5
33 1 35
34 0 1
34 1 26
35 0 5
35 1 29
36 0 31
36 1 12
37 0 25
37 1 12
38 0 25
38 1 22
39 0 14
39 1 25
