Machine473
40 2
0 0 3
0 1 15
1 0 23
1 1 3
2 0 36
2 1 21
3 0 31
3 1 31
4 0 25
4 1 34
5 0 32
5 1 3
6 0 0
6 1 4
7 0 2
7 1 39
8 0 3
8 1 33
9 0 33
9 1 25
10 0 32
10 1 35
11 0 20
11 1 19
12 0 2
12 1 2
13 0 37
13 1 27
14 0 36
14 1 16
15 0 13
15 1 27
16 0 8
16 1 22
17 0 12
17 1 2
18 0 3
18 1 17
19 0 34
19 1 36
20 0 30
20 1 26
21 0 3
21 1 26
22 0 10
22 1 23
23 0 24
23 1 18
24 0 39
24 1 31
25 0 24
25 1 38
26 0 38
26 1 25
27 0 5
27 1 6
28 0 27
28 1 20
29 0 27
29 1 38
30 0 12
30 1 36
31 0 14
31 1 23
32 0 0
32 1 12
33 0 28
33 1 18
34 0 18
34 1 6
35 0 27
35 1 25
36 0 20
36 1 35
37 0 10
37 1 21
38 0 12
38 1 11
39 0 26
39 1 14
