Machine503
40 2
0 0 17
0 1 27
1 0 0
1 1 4
2 0 21
2 1 19
3 0 39
3 1 39
4 0 39
4 1 3
5 0 0
5 1 15
6 0 27
6 1 6
7 0 16
7 1 23
8 0 33
8 1 23
9 0 30
9 1 33
10 0 22
10 1 18
11 0 11
11 1 32
12 0 26
12 1 10
13 0 29
13 1 33
14 0 26
14 1 2
15 0 39
15 1 24
16 0 16
16 1 26
17 0 28
17 1 38
18 0 3
18 1 13
19 0 19
19 1 23
20 0 28
20 1 37
21 0 27
21 1 32
22 0 18
22 1 9
23 0 30
23 1 36
24 0 9
24 1 1
25 0 30
25 1 30
26 0 34
26 1 37
27 0 25
27 1 4
28 0 13
28 1 38
29 0 32
29 1 16
30 0 38
30 1 10
31 0 1
31 1 21
32 0 4
32 1 26
33 0 15
33 1 6
34 0 21
34 1 15
35 0 15
35 1 28
36 0 5
36 1 20
37 0 15
37 1 34
38 0 9
38 1 8
39 0 35
39 1 38
