Machine331
40 2
0 0 32
0 1 10
1 0 8
1 1 26
2 0 28
2 1 16
3 0 1
3 1 14
4 0 36
4 1 15
5 0 0
5 1 36
6 0 18
6 1 32
7 0 12
7 1 0
8 0 14
8 1 19
9 0 16
9 1 37
10 0 28
10 1 38
11 0 2
11 1 10
12 0 0
12 1 34
13 0 39
13 1 15
14 0 3
14 1 3
15 0 29
15 1 9
16 0 19
16 1 17
17 0 0
17 1 13
18 0 15
18 1 13
19 0 31
19 1 8
20 0 37
20 1 24
21 0 28
21 1 19
22 0 26
22 1 6
23 0 18
23 1 20
24 0 5
24 1 25
25 0 20
25 1 30
26 0 16
26 1 15
27 0 39
27 1 35
28 0 30
28 1 37
29 0 27
29 1 3
30 0 9
30 1 23
31 0 14
31 1 5
32 0 37
32 1 7
33 0 35
33 1 14
34 0 35
34 1 22
35 0 28
35 1 3
36 0 23
36 1 26
37 0 28
37 1 17
38 0 22
38 1 26
39 0 24
39 1 32
