Machine370
40 2
0 0 28
0 1 19
1 0 32
1 1 27
2 0 28
2 1 29
3 0 12
3 1 6
4 0 38
4 1 34
5 0 34
5 1 16
6 0 13
6 1 30
7 0 27
7 1 3
8 0 26
8 1 4
9 0 5
9 1 16
10 0 26
10 1 1
11 0 36
11 1 18
12 0 28
12 1 25
13 0 39
13 1 27
14 0 24
14 1 14
15 0 7
15 1 19
16 0 29
16 1 14
17 0 23
17 1 0
18 0 15
18 1 3
19 0 27
19 1 3
20 0 3
20 1 27
21 0 10
21 1 34
22 0 2
22 1 15
23 0 29
23 1 0
24 0 37
24 1 37
25 0 15
25 1 26
26 0 4
26 1 18
27 0 37
27 1 39
28 0 15
28 1 26
29 0 29
29 1 18
30 0 18
30 1 16
31 0 13
31 1 26
32 0 16
32 1 17
33 0 7
33 1 21
34 0 24
34 1 35
35 0 9
35 1 0
36 0 4
36 1 2
37 0 1
37 1 38
38 0 26
38 1 0
39 0 37
39 1 21
