Machine468
40 2
0 0 12
0 1 16
1 0 39
1 1 3
2 0 2
2 1 10
3 0 31
3 1 0
4 0 6
4 1 20
5 0 29
5 1 32
6 0 35
6 1 37
7 0 17
7 1 13
8 0 27
8 1 5
9 0 1
9 1 27
10 0 25
10 1 10
11 0 24
11 1 8
12 0 5
12 1 22
13 0 14
13 1 26
14 0 34
14 1 36
15 0 38
15 1 7
16 0 7
16 1 26
17 0 4
17 1 6
18 0 28
18 1 33
19 0 10
19 1 2
20 0 13
20 1 38
21 0 22
21 1 31
22 0 37
22 1 39
23 0 7
23 1 24
24 0 25
24 1 20
25 0 13
25 1 21
26 0 28
26 1 28
27 0 20
27 1 5
28 0 11
28 1 18
29 0 36
29 1 12
30 0 30
30 1 27
31 0 9
31 1 4
32 0 35
32 1 11
33 0 16
33 1 16
34 0 39
34 1 2
35 0 31
35 1 30
36 0 7
36 1 39
37 0 8
37 1 25
38 0 27
38 1 34
39 0 18
39 1 22
