Machine325
40 2
0 0 39
0 1 31
1 0 38
1 1 35
2 0 23
2 1 16
3 0 18
3 1 20
4 0 6
4 1 25
5 0 13
5 1 31
6 0 24
6 1 28
7 0 19
7 1 30
8 0 4
8 1 16
9 0 3
9 1 10
10 0 13
10 1 36
11 0 36
11 1 21
12 0 36
12 1 33
13 0 26
13 1 36
14 0 6
14 1 22
15 0 27
15 1 22
16 0 27
16 1 38
17 0 2
17 1 18
18 0 20
18 1 14
19 0 12
19 1 12
20 0 19
20 1 25
21 0 9
21 1 34
22 0 37
22 1 17
23 0 39
23 1 33
24 0 10
24 1 22
25 0 28
25 1 22
26 0 32
26 1 6
27 0 20
27 1 29
28 0 18
28 1 8
29 0 34
29 1 39
30 0 9
30 1 5
31 0 31
31 1 4
32 0 27
32 1 26
33 0 39
33 1 10
34 0 20
34 1 25
35 0 39
35 1 25
36 0 13
36 1 34
37 0 2
37 1 1
38 0 28
38 1 33
39 0 22
39 1 20
