Machine320
40 2
0 0 8
0 1 16
1 0 34
1 1 7
2 0 35
2 1 39
3 0 8
3 1 15
4 0 29
4 1 36
5 0 30
5 1 12
6 0 7
6 1 39
7 0 35
7 1 27
8 0 4
8 1 10
9 0 7
9 1 38
10 0 28
10 1 16
11 0 25
11 1 18
12 0 12
12 1 25
13 0 21
13 1 18
14 0 25
14 1 0
15 0 21
15 1 20
16 0 23
16 1 22
17 0 5
17 1 13
18 0 23
18 1 28
19 0 39
19 1 39
20 0 11
20 1 5
21 0 1
21 1 0
22 0 1
22 1 30
23 0 32
23 1 38
24 0 23
24 1 32
25 0 9
25 1 7
26 0 20
26 1 38
27 0 19
27 1 3
28 0 28
28 1 38
29 0 12
29 1 13
30 0 12
30 1 29
31 0 27
31 1 0
32 0 32
32 1 26
33 0 12
33 1 13
34 0 25
34 1 1
35 0 9
35 1 31
36 0 13
36 1 1
37 0 14
37 1 30
38 0 11
38 1 32
39 0 8
39 1 24
