Machine548
40 2
0 0 21
0 1 0
1 0 5
1 1 8
2 0 12
2 1 22
3 0 36
3 1 5
4 0 2
4 1 19
5 0 35
5 1 35
6 0 34
6 1 32
7 0 22
7 1 23
8 0 23
8 1 14
9 0 12
9 1 32
10 0 16
10 1 5
11 0 33
11 1 14
12 0 37
12 1 37
13 0 39
13 1 1
14 0 7
14 1 2
15 0 7
15 1 14
16 0 6
16 1 31
17 0 13
17 1 10
18 0 25
18 1 36
19 0 34
19 1 21
20 0 38
20 1 14
21 0 35
21 1 21
22 0 36
22 1 14
23 0 22
23 1 0
24 0 3
24 1 13
25 0 33
25 1 3
26 0 25
26 1 37
27 0 4
27 1 2
28 0 13
28 1 7
29 0 17
29 1 20
30 0 5
30 1 18
31 0 6
31 1 13
32 0 33
32 1 23
33 0 2
33 1 3
34 0 9
34 1 22
35 0 8
35 1 20
36 0 39
36 1 25
37 0 2
37 1 13
38 0 15
38 1 7
39 0 11
39 1 39
