Machine456
40 2
0 0 16
0 1 3
1 0 7
1 1 25
2 0 13
2 1 17
3 0 17
3 1 32
4 0 28
4 1 7
5 0 37
5 1 33
6 0 7
6 1 4
7 0 24
7 1 5
8 0 14
8 1 9
9 0 22
9 1 34
10 0 34
10 1 37
11 0 33
11 1 24
12 0 35
12 1 1
13 0 11
13 1 24
14 0 27
14 1 36
15 0 13
15 1 14
16 0 37
16 1 31
17 0 14
17 1 19
18 0 17
18 1 25
19 0 31
19 1 23
20 0 6
20 1 14
21 0 36
21 1 19
22 0 25
22 1 11
23 0 14
23 1 30
24 0 4
24 1 11
25 0 17
25 1 5
26 0 21
26 1 24
27 0 25
27 1 30
28 0 37
28 1 37
29 0 2
29 1 12
30 0 10
30 1 26
31 0 27
31 1 23
32 0 14
32 1 15
33 0 7
33 1 26
34 0 5
34 1 5
35 0 37
35 1 20
36 0 3
36 1 4
37 0 31
37 1 21
38 0 16
38 1 26
39 0 19
39 1 14
