Machine383
40 2
0 0 29
0 1 31
1 0 31
1 1 19
2 0 23
2 1 28
3 0 36
3 1 5
4 0 4
4 1 5
5 0 5
5 1 22
6 0 13
6 1 21
7 0 19
7 1 21
8 0 30
8 1 37
9 0 19
9 1 4
10 0 39
10 1 15
11 0 7
11 1 3
12 0 9
12 1 28
13 0 19
13 1 23
14 0 37
14 1 26
15 0 1
15 1 15
16 0 23
16 1 14
17 0 37
17 1 17
18 0 20
18 1 25
19 0 33
19 1 34
20 0 1
20 1 37
21 0 27
21 1 18
22 0 4
22 1 1
23 0 31
23 1 21
24 0 18
24 1 20
25 0 20
25 1 15
26 0 18
26 1 23
27 0 12
27 1 21
28 0 33
28 1 31
29 0 22
29 1 30
30 0 2
30 1 5
31 0 4
31 1 26
32 0 37
32 1 20
33 0 3
33 1 9
34 0 2
34 1 17
35 0 32
35 1 27
36 0 27
36 1 9
37 0 29
37 1 34
38 0 39
38 1 37
39 0 4
39 1 34
