Machine442
40 2
0 0 14
0 1 23
1 0 22
1 1 24
2 0 13
2 1 15
3 0 1
3 1 26
4 0 8
4 1 1
5 0 21
5 1 36
6 0 39
6 1 33
7 0 31
7 1 21
8 0 38
8 1 9
9 0 12
9 1 23
10 0 6
10 1 26
11 0 36
11 1 32
12 0 16
12 1 4
13 0 24
13 1 11
14 0 14
14 1 22
15 0 37
15 1 22
16 0 1
16 1 28
17 0 28
17 1 6
18 0 4
18 1 30
19 0 24
19 1 20
20 0 8
20 1 4
21 0 24
21 1 38
22 0 39
22 1 3
23 0 25
23 1 19
24 0 14
24 1 27
25 0 12
25 1 0
26 0 35
26 1 16
27 0 6
27 1 25
28 0 37
28 1 32
29 0 37
29 1 24
30 0 1
30 1 4
31 0 3
31 1 22
32 0 38
32 1 12
33 0 19
33 1 35
34 0 10
34 1 10
35 0 16
35 1 24
36 0 28
36 1 38
37 0 27
37 1 20
38 0 2
38 1 17
39 0 24
39 1 26
