Machine547
40 2
0 0 15
0 1 35
1 0 9
1 1 19
2 0 21
2 1 24
3 0 21
3 1 28
4 0 2
4 1 25
5 0 20
5 1 36
6 0 15
6 1 18
7 0 20
7 1 20
8 0 0
8 1 36
9 0 23
9 1 36
10 0 27
10 1 24
11 0 3
11 1 10
12 0 0
12 1 18
13 0 35
13 1 31
14 0 35
14 1 30
15 0 1
15 1 36
16 0 5
16 1 4
17 0 12
17 1 27
18 0 12
18 1 35
19 0 13
19 1 13
20 0 39
20 1 27
21 0 13
21 1 15
22 0 20
22 1 31
23 0 9
23 1 29
24 0 27
24 1 38
25 0 23
25 1 22
26 0 31
26 1 24
27 0 39
27 1 26
28 0 10
28 1 2
29 0 31
29 1 26
30 0 19
30 1 12
31 0 32
31 1 12
32 0 12
32 1 39
33 0 1
33 1 0
34 0 27
34 1 3
35 0 26
35 1 23
36 0 6
36 1 2
37 0 38
37 1 26
38 0 16
38 1 3
39 0 25
39 1 32
