Machine549
40 2
0 0 31
0 1 2
1 0 24
1 1 16
2 0 14
2 1 1
3 0 35
3 1 7
4 0 7
4 1 32
5 0 36
5 1 14
6 0 37
6 1 6
7 0 15
7 1 33
8 0 12
8 1 11
9 0 16
9 1 22
10 0 5
10 1 4
11 0 34
11 1 16
12 0 11
12 1 37
13 0 8
13 1 28
14 0 20
14 1 39
15 0 24
15 1 4
16 0 12
16 1 33
17 0 7
17 1 35
18 0 19
18 1 12
19 0 5
19 1 35
20 0 33
20 1 13
21 0 31
21 1 16
22 0 17
22 1 29
23 0 39
23 1 0
24 0 19
24 1 25
25 0 6
25 1 20
26 0 2
26 1 17
27 0 12
27 1 2
28 0 33
28 1 29
29 0 16
29 1 30
30 0 6
30 1 17
31 0 15
31 1 19
32 0 19
32 1 32
33 0 23
33 1 6
34 0 25
34 1 35
35 0 15
35 1 7
36 0 10
36 1 12
37 0 20
37 1 26
38 0 26
38 1 5
39 0 23
39 1 33
