Machine410
40 2
0 0 39
0 1 0
1 0 31
1 1 15
2 0 19
2 1 4
3 0 36
3 1 14
4 0 29
4 1 34
5 0 4
5 1 34
6 0 10
6 1 34
7 0 3
7 1 15
8 0 31
8 1 10
9 0 18
9 1 24
10 0 0
10 1 23
11 0 14
11 1 27
12 0 28
12 1 29
13 0 28
13 1 29
14 0 6
14 1 0
15 0 5
15 1 5
16 0 29
16 1 32
17 0 38
17 1 24
18 0 39
18 1 8
19 0 24
19 1 25
20 0 33
20 1 28
21 0 36
21 1 13
22 0 39
22 1 20
23 0 38
23 1 27
24 0 7
24 1 19
25 0 29
25 1 21
26 0 35
26 1 19
27 0 29
27 1 30
28 0 23
28 1 32
29 0 13
29 1 25
30 0 30
30 1 4
31 0 15
31 1 36
32 0 16
32 1 20
33 0 26
33 1 35
34 0 15
34 1 24
35 0 3
35 1 33
36 0 32
36 1 28
37 0 22
37 1 8
38 0 37
38 1 4
39 0 7
39 1 9
