Machine458
40 2
0 0 2
0 1 35
1 0 1
1 1 39
2 0 14
2 1 15
3 0 27
3 1 20
4 0 27
4 1 13
5 0 17
5 1 4
6 0 11
6 1 14
7 0 10
7 1 23
8 0 24
8 1 0
9 0 11
9 1 11
10 0 29
10 1 2
11 0 1
11 1 26
12 0 23
12 1 10
13 0 37
13 1 20
14 0 24
14 1 16
15 0 31
15 1 8
16 0 39
16 1 7
17 0 36
17 1 3
18 0 35
18 1 32
19 0 11
19 1 38
20 0 20
20 1 36
21 0 9
21 1 27
22 0 20
22 1 2
23 0 36
23 1 14
24 0 23
24 1 1
25 0 4
25 1 32
26 0 16
26 1 37
27 0 17
27 1 36
28 0 15
28 1 32
29 0 6
29 1 38
30 0 37
30 1 9
31 0 18
31 1 31
32 0 11
32 1 16
33 0 39
33 1 37
34 0 27
34 1 4
35 0 7
35 1 27
36 0 33
36 1 6
37 0 22
37 1 19
38 0 16
38 1 21
39 0 9
39 1 25
