Machine522
40 2
0 0 11
0 1 34
1 0 25
1 1 32
2 0 30
2 1 35
3 0 32
3 1 28
4 0 4
4 1 4
5 0 35
5 1 28
6 0 32
6 1 20
7 0 30
7 1 11
8 0 30
8 1 37
9 0 39
9 1 26
10 0 29
10 1 15
11 0 7
11 1 23
12 0 7
12 1 31
13 0 15
13 1 13
14 0 37
14 1 0
15 0 5
15 1 19
16 0 16
16 1 38
17 0 26
17 1 10
18 0 19
18 1 2
19 0 27
19 1 32
20 0 37
20 1 34
21 0 36
21 1 27
22 0 4
22 1 5
23 0 18
23 1 4
24 0 8
24 1 2
25 0 3
25 1 8
26 0 24
26 1 14
27 0 19
27 1 33
28 0 25
28 1 24
29 0 17
29 1 36
30 0 21
30 1 25
31 0 6
31 1 11
32 0 31
32 1 21
33 0 19
33 1 14
34 0 38
34 1 1
35 0 15
35 1 17
36 0 29
36 1 39
37 0 5
37 1 22
38 0 2
38 1 37
39 0 33
39 1 17
