Machine515
40 2
0 0 8
0 1 33
1 0 37
1 1 3
2 0 10
2 1 3
3 0 20
3 1 0
4 0 1
4 1 38
5 0 2
5 1 1
6 0 2
6 1 20
7 0 10
7 1 12
8 0 8
8 1 1
9 0 9
9 1 29
10 0 16
10 1 25
11 0 37
11 1 9
12 0 37
12 1 1
13 0 25
13 1 20
14 0 31
14 1 20
15 0 5
15 1 8
16 0 8
16 1 1
17 0 10
17 1 17
18 0 10
18 1 17
19 0 21
19 1 34
20 0 25
20 1 26
21 0 7
21 1 3
22 0 8
22 1 1
23 0 21
23 1 15
24 0 27
24 1 15
25 0 19
25 1 31
26 0 20
26 1 17
27 0 14
27 1 37
28 0 25
28 1 26
29 0 31
29 1 12
30 0 21
30 1 16
31 0 38
31 1 35
32 0 0
32 1 21
33 0 21
33 1 4
34 0 5
34 1 8
35 0 12
35 1 11
36 0 1
36 1 17
37 0 16
37 1 27
38 0 21
38 1 39
39 0 26
39 1 37
