Machine401
40 2
0 0 13
0 1 3
1 0 34
1 1 13
2 0 23
2 1 27
3 0 29
3 1 11
4 0 36
4 1 2
5 0 38
5 1 8
6 0 26
6 1 29
7 0 10
7 1 7
8 0 0
8 1 31
9 0 20
9 1 22
10 0 2
10 1 16
11 0 36
11 1 21
12 0 25
12 1 20
13 0 32
13 1 39
14 0 9
14 1 16
15 0 32
15 1 35
16 0 11
16 1 14
17 0 30
17 1 38
18 0 24
18 1 29
19 0 36
19 1 21
20 0 9
20 1 33
21 0 33
21 1 18
22 0 23
22 1 21
23 0 5
23 1 25
24 0 9
24 1 2
25 0 16
25 1 31
26 0 3
26 1 33
27 0 16
27 1 39
28 0 31
28 1 18
29 0 33
29 1 25
30 0 7
30 1 6
31 0 33
31 1 21
32 0 32
32 1 14
33 0 13
33 1 11
34 0 3
34 1 25
35 0 36
35 1 36
36 0 11
36 1 25
37 0 4
37 1 1
38 0 36
38 1 23
39 0 35
39 1 0
