Machine585
40 2
0 0 25
0 1 38
1 0 17
1 1 7
2 0 2
2 1 28
3 0 29
3 1 6
4 0 22
4 1 13
5 0 5
5 1 4
6 0 0
6 1 3
7 0 16
7 1 10
8 0 14
8 1 33
9 0 6
9 1 21
10 0 1
10 1 18
11 0 24
11 1 20
12 0 39
12 1 11
13 0 11
13 1 32
14 0 9
14 1 36
15 0 13
15 1 9
16 0 23
16 1 35
17 0 28
17 1 38
18 0 5
18 1 39
19 0 16
19 1 27
20 0 33
20 1 26
21 0 7
21 1 21
22 0 26
22 1 24
23 0 31
23 1 14
24 0 37
24 1 9
25 0 28
25 1 36
26 0 38
26 1 37
27 0 26
27 1 23
28 0 17
28 1 4
29 0 19
29 1 8
30 0 12
30 1 22
31 0 14
31 1 0
32 0 23
32 1 6
33 0 12
33 1 39
34 0 18
34 1 37
35 0 25
35 1 29
36 0 33
36 1 7
37 0 15
37 1 0
38 0 23
38 1 24
39 0 22
39 1 16
