Machine559
40 2
0 0 6
0 1 33
1 0 12
1 1 31
2 0 29
2 1 2
3 0 24
3 1 37
4 0 24
4 1 17
5 0 6
5 1 5
6 0 34
6 1 13
7 0 18
7 1 31
8 0 19
8 1 3
9 0 29
9 1 15
10 0 38
10 1 7
11 0 36
11 1 5
12 0 14
12 1 4
13 0 33
13 1 9
14 0 29
14 1 14
15 0 32
15 1 37
16 0 35
16 1 38
17 0 23
17 1 8
18 0 35
18 1 11
19 0 4
19 1 31
20 0 7
20 1 11
21 0 14
21 1 22
22 0 34
22 1 26
23 0 10
23 1 35
24 0 2
24 1 27
25 0 13
25 1 10
26 0 13
26 1 19
27 0 28
27 1 2
28 0 21
28 1 33
29 0 4
29 1 10
30 0 7
30 1 23
31 0 30
31 1 12
32 0 8
32 1 30
33 0 9
33 1 23
34 0 10
34 1 30
35 0 11
35 1 36
36 0 7
36 1 34
37 0 17
37 1 15
38 0 21
38 1 25
39 0 22
39 1 18
