Machine366
40 2
0 0 36
0 1 30
1 0 32
1 1 19
2 0 32
2 1 19
3 0 24
3 1 12
4 0 5
4 1 19
5 0 32
5 1 39
6 0 9
6 1 32
7 0 6
7 1 37
8 0 29
8 1 13
9 0 10
9 1 12
10 0 4
10 1 32
11 0 24
11 1 3
12 0 3
12 1 33
13 0 36
13 1 8
14 0 20
14 1 12
15 0 30
15 1 37
16 0 29
16 1 27
17 0 16
17 1 11
18 0 23
18 1 8
19 0 8
19 1 29
20 0 26
20 1 1
21 0 30
21 1 19
22 0 17
22 1 31
23 0 9
23 1 23
24 0 11
24 1 16
25 0 38
25 1 0
26 0 22
26 1 19
27 0 2
27 1 22
28 0 1
28 1 1
29 0 25
29 1 16
30 0 26
30 1 33
31 0 3
31 1 35
32 0 37
32 1 36
33 0 20
33 1 27
34 0 37
34 1 10
35 0 13
35 1 9
36 0 35
36 1 25
37 0 36
37 1 7
38 0 1
38 1 27
39 0 36
39 1 2
