Machine336
40 2
0 0 1
0 1 11
1 0 32
1 1 35
2 0 0
2 1 17
3 0 10
3 1 34
4 0 16
4 1 17
5 0 30
5 1 3
6 0 30
6 1 25
7 0 16
7 1 21
8 0 34
8 1 7
9 0 29
9 1 37
10 0 32
10 1 13
11 0 4
11 1 18
12 0 10
12 1 26
13 0 8
13 1 3
14 0 27
14 1 30
15 0 7
15 1 6
16 0 25
16 1 3
17 0 37
17 1 23
18 0 10
18 1 16
19 0 11
19 1 39
20 0 4
20 1 25
21 0 31
21 1 22
22 0 31
22 1 21
23 0 37
23 1 28
24 0 39
24 1 21
25 0 14
25 1 6
26 0 34
26 1 34
27 0 34
27 1 20
28 0 4
28 1 16
29 0 30
29 1 4
30 0 13
30 1 21
31 0 20
31 1 30
32 0 12
32 1 16
33 0 20
33 1 7
34 0 32
34 1 27
35 0 17
35 1 38
36 0 0
36 1 6
37 0 1
37 1 4
38 0 20
38 1 39
39 0 10
39 1 17
