Machine332
40 2
0 0 3
0 1 9
1 0 19
1 1 5
2 0 20
2 1 19
3 0 15
3 1 15
4 0 27
4 1 5
5 0 7
5 1 0
6 0 11
6 1 6
7 0 1
7 1 38
8 0 37
8 1 24
9 0 18
9 1 30
10 0 12
10 1 24
11 0 22
11 1 0
12 0 12
12 1 11
13 0 30
13 1 18
14 0 18
14 1 10
15 0 17
15 1 28
16 0 30
16 1 34
17 0 26
17 1 10
18 0 26
18 1 36
19 0 24
19 1 35
20 0 32
20 1 39
21 0 14
21 1 4
22 0 37
22 1 32
23 0 21
23 1 12
24 0 37
24 1 2
25 0 22
25 1 37
26 0 19
26 1 24
27 0 30
27 1 17
28 0 35
28 1 19
29 0 26
29 1 18
30 0 35
30 1 15
31 0 14
31 1 39
32 0 31
32 1 27
33 0 24
33 1 37
34 0 15
34 1 29
35 0 14
35 1 1
36 0 32
36 1 29
37 0 22
37 1 0
38 0 28
38 1 25
39 0 34
39 1 22
