Machine551
40 2
0 0 13
0 1 32
1 0 23
1 1 29
2 0 29
2 1 39
3 0 24
3 1 38
4 0 1
4 1 27
5 0 23
5 1 7
6 0 30
6 1 30
7 0 2
7 1 16
8 0 3
8 1 8
9 0 22
9 1 4
10 0 4
10 1 18
11 0 29
11 1 13
12 0 30
12 1 22
13 0 39
13 1 7
14 0 7
14 1 33
15 0 0
15 1 35
16 0 16
16 1 28
17 0 2
17 1 28
18 0 22
18 1 15
19 0 11
19 1 10
20 0 5
20 1 3
21 0 0
21 1 13
22 0 14
22 1 15
23 0 4
23 1 24
24 0 27
24 1 29
25 0 39
25 1 28
26 0 31
26 1 31
27 0 39
27 1 0
28 0 28
28 1 3
29 0 23
29 1 13
30 0 12
30 1 0
31 0 17
31 1 4
32 0 33
32 1 36
33 0 28
33 1 29
34 0 4
34 1 21
35 0 16
35 1 3
36 0 13
36 1 12
37 0 31
37 1 35
38 0 25
38 1 22
39 0 30
39 1 23
