Machine360
40 2
0 0 8
0 1 29
1 0 23
1 1 21
2 0 2
2 1 17
3 0 17
3 1 5
4 0 22
4 1 37
5 0 23
5 1 5
6 0 15
6 1 8
7 0 29
7 1 18
8 0 25
8 1 16
9 0 14
9 1 34
10 0 26
10 1 1
11 0 3
11 1 0
12 0 39
12 1 10
13 0 22
13 1 1
14 0 30
14 1 13
15 0 36
15 1 30
16 0 13
16 1 33
17 0 27
17 1 26
18 0 16
18 1 8
19 0 38
19 1 13
20 0 2
20 1 18
21 0 25
21 1 6
22 0 8
22 1 14
23 0 24
23 1 2
24 0 11
24 1 14
25 0 16
25 1 30
26 0 5
26 1 35
27 0 0
27 1 26
28 0 12
28 1 31
29 0 12
29 1 24
30 0 4
30 1 5
31 0 35
31 1 16
32 0 11
32 1 35
33 0 9
33 1 25
34 0 7
34 1 29
35 0 3
35 1 23
36 0 33
36 1 18
37 0 18
37 1 36
38 0 16
38 1 29
39 0 9
39 1 34
