Machine472
40 2
0 0 24
0 1 38
1 0 4
1 1 13
2 0 16
2 1 30
3 0 30
3 1 15
4 0 22
4 1 30
5 0 7
5 1 23
6 0 36
6 1 32
7 0 8
7 1 29
8 0 12
8 1 23
9 0 12
9 1 20
10 0 30
10 1 0
11 0 3
11 1 25
12 0 20
12 1 38
13 0 3
13 1 11
14 0 21
14 1 1
15 0 22
15 1 4
16 0 33
16 1 17
17 0 38
17 1 23
18 0 5
18 1 5
19 0 1
19 1 10
20 0 1
20 1 0
21 0 21
21 1 14
22 0 22
22 1 30
23 0 32
23 1 10
24 0 5
24 1 37
25 0 13
25 1 22
26 0 10
26 1 19
27 0 9
27 1 23
28 0 34
28 1 24
29 0 4
29 1 26
30 0 27
30 1 11
31 0 2
31 1 31
32 0 33
32 1 28
33 0 9
33 1 38
34 0 31
34 1 17
35 0 37
35 1 29
36 0 23
36 1 29
37 0 31
37 1 21
38 0 7
38 1 15
39 0 34
39 1 14
