Machine560
40 2
0 0 23
0 1 29
1 0 5
1 1 2
2 0 9
2 1 15
3 0 28
3 1 0
4 0 39
4 1 37
5 0 8
5 1 26
6 0 25
6 1 23
7 0 9
7 1 4
8 0 14
8 1 21
9 0 0
9 1 39
10 0 28
10 1 37
11 0 38
11 1 15
12 0 6
12 1 34
13 0 4
13 1 38
14 0 17
14 1 19
15 0 38
15 1 15
16 0 29
16 1 23
17 0 25
17 1 28
18 0 14
18 1 30
19 0 11
19 1 6
20 0 10
20 1 32
21 0 29
21 1 30
22 0 3
22 1 8
23 0 17
23 1 26
24 0 22
24 1 8
25 0 29
25 1 39
26 0 33
26 1 29
27 0 33
27 1 35
28 0 9
28 1 24
29 0 0
29 1 24
30 0 15
30 1 10
31 0 6
31 1 25
32 0 25
32 1 17
33 0 10
33 1 13
34 0 25
34 1 2
35 0 33
35 1 29
36 0 12
36 1 8
37 0 34
37 1 22
38 0 33
38 1 4
39 0 4
39 1 32
