Machine528
40 2
0 0 18
0 1 19
1 0 3
1 1 28
2 0 25
2 1 26
3 0 14
3 1 18
4 0 8
4 1 22
5 0 13
5 1 36
6 0 38
6 1 34
7 0 35
7 1 29
8 0 5
8 1 0
9 0 19
9 1 25
10 0 23
10 1 1
11 0 28
11 1 7
12 0 18
12 1 2
13 0 15
13 1 15
14 0 32
14 1 3
15 0 26
15 1 21
16 0 7
16 1 13
17 0 4
17 1 25
18 0 17
18 1 13
19 0 16
19 1 20
20 0 21
20 1 28
21 0 35
21 1 8
22 0 2
22 1 37
23 0 24
23 1 21
24 0 20
24 1 0
25 0 14
25 1 8
26 0 3
26 1 13
27 0 1
27 1 1
28 0 15
28 1 12
29 0 35
29 1 38
30 0 17
30 1 0
31 0 38
31 1 37
32 0 17
32 1 4
33 0 26
33 1 6
34 0 4
34 1 19
35 0 26
35 1 32
36 0 22
36 1 19
37 0 28
37 1 24
38 0 25
38 1 5
39 0 28
39 1 2
