Machine340
40 2
0 0 26
0 1 2
1 0 22
1 1 28
2 0 38
2 1 18
3 0 26
3 1 35
4 0 16
4 1 7
5 0 16
5 1 9
6 0 26
6 1 1
7 0 19
7 1 11
8 0 15
8 1 22
9 0 32
9 1 8
10 0 16
10 1 37
11 0 26
11 1 0
12 0 15
12 1 2
13 0 29
13 1 20
14 0 20
14 1 39
15 0 5
15 1 19
16 0 26
16 1 31
17 0 4
17 1 1
18 0 16
18 1 23
19 0 38
19 1 5
20 0 6
20 1 31
21 0 22
21 1 1
22 0 39
22 1 27
23 0 15
23 1 14
24 0 37
24 1 11
25 0 36
25 1 19
26 0 15
26 1 22
27 0 30
27 1 11
28 0 9
28 1 2
29 0 34
29 1 11
30 0 37
30 1 30
31 0 25
31 1 8
32 0 5
32 1 30
33 0 29
33 1 33
34 0 4
34 1 17
35 0 32
35 1 38
36 0 31
36 1 10
37 0 8
37 1 8
38 0 29
38 1 6
39 0 20
39 1 5
