Machine569
40 2
0 0 4
0 1 9
1 0 23
1 1 8
2 0 7
2 1 28
3 0 26
3 1 20
4 0 27
4 1 21
5 0 37
5 1 13
6 0 31
6 1 13
7 0 9
7 1 12
8 0 36
8 1 39
9 0 23
9 1 25
10 0 1
10 1 25
11 0 14
11 1 31
12 0 15
12 1 31
13 0 35
13 1 10
14 0 30
14 1 27
15 0 7
15 1 31
16 0 34
16 1 10
17 0 3
17 1 25
18 0 17
18 1 6
19 0 33
19 1 32
20 0 34
20 1 14
21 0 33
21 1 32
22 0 26
22 1 21
23 0 36
23 1 34
24 0 8
24 1 15
25 0 9
25 1 19
26 0 10
26 1 25
27 0 13
27 1 0
28 0 10
28 1 7
29 0 19
29 1 25
30 0 20
30 1 13
31 0 2
31 1 17
32 0 12
32 1 10
33 0 39
33 1 29
34 0 19
34 1 39
35 0 29
35 1 26
36 0 23
36 1 6
37 0 26
37 1 5
38 0 4
38 1 6
39 0 19
39 1 25
