Machine504
40 2
0 0 12
0 1 24
1 0 1
1 1 23
2 0 13
2 1 16
3 0 18
3 1 21
4 0 19
4 1 38
5 0 29
5 1 33
6 0 8
6 1 13
7 0 10
7 1 32
8 0 23
8 1 11
9 0 1
9 1 1
10 0 19
10 1 2
11 0 10
11 1 4
12 0 21
12 1 11
13 0 21
13 1 22
14 0 30
14 1 2
15 0 8
15 1 11
16 0 17
16 1 8
17 0 16
17 1 22
18 0 13
18 1 36
19 0 0
19 1 35
20 0 22
20 1 26
21 0 28
21 1 14
22 0 39
22 1 31
23 0 4
23 1 16
24 0 7
24 1 8
25 0 39
25 1 16
26 0 8
26 1 16
27 0 24
27 1 11
28 0 8
28 1 11
29 0 16
29 1 21
30 0 14
30 1 13
31 0 21
31 1 0
32 0 22
32 1 12
33 0 38
33 1 34
34 0 23
34 1 18
35 0 22
35 1 30
36 0 2
36 1 11
37 0 10
37 1 35
38 0 9
38 1 8
39 0 26
39 1 32
