Machine481
40 2
0 0 17
0 1 34
1 0 39
1 1 22
2 0 10
2 1 12
3 0 26
3 1 26
4 0 28
4 1 27
5 0 12
5 1 20
6 0 6
6 1 25
7 0 10
7 1 6
8 0 15
8 1 3
9 0 1
9 1 39
10 0 16
10 1 25
11 0 31
11 1 23
12 0 23
12 1 15
13 0 1
13 1 32
14 0 9
14 1 33
15 0 32
15 1 16
16 0 5
16 1 4
17 0 18
17 1 23
18 0 33
18 1 28
19 0 0
19 1 38
20 0 4
20 1 39
21 0 26
21 1 35
22 0 20
22 1 14
23 0 9
23 1 8
24 0 28
24 1 38
25 0 36
25 1 9
26 0 34
26 1 13
27 0 39
27 1 12
28 0 30
28 1 35
29 0 14
29 1 9
30 0 34
30 1 16
31 0 27
31 1 34
32 0 9
32 1 29
33 0 27
33 1 28
34 0 1
34 1 37
35 0 30
35 1 19
36 0 26
36 1 24
37 0 31
37 1 26
38 0 39
38 1 3
39 0 33
39 1 29
