Machine520
40 2
0 0 0
0 1 13
1 0 24
1 1 9
2 0 24
2 1 8
3 0 35
3 1 24
4 0 34
4 1 12
5 0 36
5 1 34
6 0 26
6 1 29
7 0 9
7 1 23
8 0 22
8 1 27
9 0 39
9 1 29
10 0 4
10 1 39
11 0 12
11 1 30
12 0 14
12 1 12
13 0 6
13 1 17
14 0 7
14 1 37
15 0 7
15 1 39
16 0 17
16 1 28
17 0 19
17 1 39
18 0 38
18 1 24
19 0 17
19 1 26
20 0 12
20 1 10
21 0 31
21 1 1
22 0 32
22 1 31
23 0 17
23 1 8
24 0 8
24 1 33
25 0 25
25 1 39
26 0 21
26 1 36
27 0 30
27 1 36
28 0 15
28 1 6
29 0 30
29 1 23
30 0 23
30 1 20
31 0 5
31 1 29
32 0 26
32 1 7
33 0 9
33 1 31
34 0 39
34 1 10
35 0 21
35 1 38
36 0 26
36 1 22
37 0 26
37 1 17
38 0 15
38 1 8
39 0 1
39 1 4
