Machine477
40 2
0 0 21
0 1 29
1 0 38
1 1 6
2 0 26
2 1 8
3 0 18
3 1 17
4 0 28
4 1 1
5 0 37
5 1 27
6 0 30
6 1 14
7 0 22
7 1 32
8 0 33
8 1 24
9 0 8
9 1 33
10 0 19
10 1 24
11 0 22
11 1 8
12 0 8
12 1 4
13 0 31
13 1 23
14 0 39
14 1 6
15 0 15
15 1 18
16 0 30
16 1 29
17 0 26
17 1 39
18 0 7
18 1 34
19 0 3
19 1 6
20 0 1
20 1 36
21 0 27
21 1 34
22 0 8
22 1 34
23 0 14
23 1 39
24 0 5
24 1 19
25 0 8
25 1 26
26 0 28
26 1 39
27 0 34
27 1 21
28 0 11
28 1 22
29 0 31
29 1 33
30 0 11
30 1 11
31 0 32
31 1 19
32 0 17
32 1 19
33 0 29
33 1 14
34 0 33
34 1 34
35 0 18
35 1 1
36 0 21
36 1 3
37 0 2
37 1 26
38 0 11
38 1 38
39 0 18
39 1 37
