Machine488
40 2
0 0 24
0 1 16
1 0 37
1 1 35
2 0 6
2 1 18
3 0 11
3 1 13
4 0 38
4 1 28
5 0 2
5 1 0
6 0 25
6 1 26
7 0 37
7 1 13
8 0 1
8 1 20
9 0 39
9 1 5
10 0 6
10 1 14
11 0 16
11 1 30
12 0 37
12 1 9
13 0 22
13 1 31
14 0 37
14 1 7
15 0 0
15 1 23
16 0 18
16 1 3
17 0 14
17 1 2
18 0 4
18 1 7
19 0 28
19 1 2
20 0 1
20 1 3
21 0 26
21 1 36
22 0 1
22 1 11
23 0 27
23 1 31
24 0 25
24 1 21
25 0 17
25 1 15
26 0 5
26 1 23
27 0 15
27 1 34
28 0 34
28 1 7
29 0 32
29 1 20
30 0 9
30 1 11
31 0 11
31 1 2
32 0 8
32 1 15
33 0 29
33 1 12
34 0 8
34 1 19
35 0 38
35 1 3
36 0 15
36 1 14
37 0 5
37 1 17
38 0 5
38 1 7
39 0 38
39 1 25
