Machine479
40 2
0 0 16
0 1 14
1 0 26
1 1 26
2 0 39
2 1 14
3 0 33
3 1 2
4 0 7
4 1 0
5 0 32
5 1 2
6 0 9
6 1 20
7 0 19
7 1 17
8 0 5
8 1 9
9 0 39
9 1 6
10 0 3
10 1 32
11 0 32
11 1 1
12 0 17
12 1 1
13 0 28
13 1 7
14 0 36
14 1 12
15 0 18
15 1 28
16 0 12
16 1 9
17 0 2
17 1 21
18 0 12
18 1 5
19 0 16
19 1 1
20 0 22
20 1 33
21 0 38
21 1 6
22 0 34
22 1 6
23 0 22
23 1 6
24 0 28
24 1 7
25 0 13
25 1 1
26 0 24
26 1 26
27 0 17
27 1 38
28 0 21
28 1 14
29 0 19
29 1 26
30 0 6
30 1 25
31 0 20
31 1 9
32 0 4
32 1 32
33 0 0
33 1 7
34 0 13
34 1 4
35 0 25
35 1 37
36 0 23
36 1 24
37 0 5
37 1 33
38 0 0
38 1 22
39 0 14
39 1 35
