Machine570
40 2
0 0 12
0 1 34
1 0 25
1 1 13
2 0 39
2 1 5
3 0 22
3 1 3
4 0 26
4 1 32
5 0 20
5 1 18
6 0 22
6 1 39
7 0 18
7 1 14
8 0 16
8 1 18
9 0 36
9 1 21
10 0 10
10 1 12
11 0 25
11 1 21
12 0 8
12 1 23
13 0 21
13 1 24
14 0 6
14 1 13
15 0 26
15 1 24
16 0 26
16 1 12
17 0 6
17 1 1
18 0 18
18 1 38
19 0 24
19 1 35
20 0 36
20 1 38
21 0 11
21 1 2
22 0 27
22 1 21
23 0 4
23 1 35
24 0 38
24 1 20
25 0 20
25 1 6
26 0 32
26 1 18
27 0 22
27 1 16
28 0 17
28 1 29
29 0 14
29 1 32
30 0 9
30 1 37
31 0 4
31 1 32
32 0 29
32 1 11
33 0 27
33 1 0
34 0 33
34 1 17
35 0 35
35 1 24
36 0 9
36 1 39
37 0 27
37 1 19
38 0 3
38 1 25
39 0 20
39 1 21
