Machine572
40 2
0 0 18
0 1 10
1 0 29
1 1 32
2 0 21
2 1 9
3 0 5
3 1 34
4 0 23
4 1 8
5 0 0
5 1 39
6 0 4
6 1 1
7 0 25
7 1 39
8 0 0
8 1 0
9 0 1
9 1 18
10 0 10
10 1 35
11 0 30
11 1 29
12 0 10
12 1 2
13 0 10
13 1 33
14 0 28
14 1 29
15 0 0
15 1 4
16 0 2
16 1 38
17 0 11
17 1 8
18 0 14
18 1 2
19 0 10
19 1 7
20 0 27
20 1 0
21 0 10
21 1 7
22 0 30
22 1 13
23 0 21
23 1 0
24 0 24
24 1 39
25 0 21
25 1 26
26 0 32
26 1 2
27 0 21
27 1 19
28 0 2
28 1 17
29 0 23
29 1 8
30 0 19
30 1 30
31 0 30
31 1 17
32 0 25
32 1 23
33 0 39
33 1 34
34 0 36
34 1 13
35 0 2
35 1 5
36 0 17
36 1 37
37 0 31
37 1 34
38 0 17
38 1 25
39 0 9
39 1 22
