Machine588
40 2
0 0 29
0 1 35
1 0 7
1 1 36
2 0 20
2 1 4
3 0 22
3 1 15
4 0 20
4 1 33
5 0 34
5 1 38
6 0 15
6 1 18
7 0 23
7 1 13
8 0 7
8 1 14
9 0 3
9 1 25
10 0 24
10 1 7
11 0 10
11 1 34
12 0 8
12 1 33
13 0 3
13 1 4
14 0 14
14 1 0
15 0 23
15 1 4
16 0 28
16 1 18
17 0 39
17 1 6
18 0 39
18 1 25
19 0 26
19 1 20
20 0 14
20 1 30
21 0 2
21 1 15
22 0 15
22 1 8
23 0 33
23 1 25
24 0 24
24 1 21
25 0 37
25 1 1
26 0 24
26 1 37
27 0 30
27 1 30
28 0 26
28 1 38
29 0 36
29 1 16
30 0 23
30 1 32
31 0 36
31 1 20
32 0 32
32 1 19
33 0 14
33 1 31
34 0 4
34 1 13
35 0 36
35 1 6
36 0 1
36 1 9
37 0 6
37 1 2
38 0 37
38 1 32
39 0 34
39 1 35
