Machine565
40 2
0 0 2
0 1 26
1 0 26
1 1 37
2 0 26
2 1 4
3 0 0
3 1 9
4 0 29
4 1 32
5 0 5
5 1 3
6 0 38
6 1 0
7 0 26
7 1 19
8 0 13
8 1 37
9 0 13
9 1 6
10 0 20
10 1 35
11 0 34
11 1 36
12 0 39
12 1 15
13 0 7
13 1 29
14 0 1
14 1 10
15 0 36
15 1 15
16 0 28
16 1 19
17 0 39
17 1 18
18 0 7
18 1 19
19 0 5
19 1 14
20 0 16
20 1 21
21 0 28
21 1 20
22 0 17
22 1 24
23 0 25
23 1 20
24 0 13
24 1 21
25 0 17
25 1 19
26 0 24
26 1 39
27 0 9
27 1 5
28 0 8
28 1 4
29 0 11
29 1 7
30 0 28
30 1 8
31 0 37
31 1 5
32 0 38
32 1 15
33 0 8
33 1 31
34 0 8
34 1 28
35 0 16
35 1 4
36 0 32
36 1 6
37 0 20
37 1 23
38 0 24
38 1 25
39 0 21
39 1 33
