Machine398
40 2
0 0 38
0 1 38
1 0 26
1 1 32
2 0 12
2 1 28
3 0 37
3 1 4
4 0 19
4 1 32
5 0 14
5 1 9
6 0 15
6 1 24
7 0 18
7 1 18
8 0 38
8 1 16
9 0 31
9 1 13
10 0 2
10 1 35
11 0 10
11 1 13
12 0 5
12 1 35
13 0 16
13 1 7
14 0 7
14 1 29
15 0 2
15 1 8
16 0 19
16 1 12
17 0 8
17 1 4
18 0 11
18 1 15
19 0 28
19 1 2
20 0 2
20 1 38
21 0 31
21 1 1
22 0 34
22 1 25
23 0 25
23 1 31
24 0 28
24 1 5
25 0 29
25 1 14
26 0 16
26 1 28
27 0 3
27 1 12
28 0 24
28 1 16
29 0 30
29 1 31
30 0 1
30 1 2
31 0 16
31 1 0
32 0 35
32 1 11
33 0 35
33 1 35
34 0 10
34 1 16
35 0 31
35 1 13
36 0 15
36 1 30
37 0 27
37 1 14
38 0 13
38 1 22
39 0 22
39 1 13
