Machine595
40 2
0 0 24
0 1 6
1 0 14
1 1 8
2 0 13
2 1 4
3 0 13
3 1 0
4 0 16
4 1 29
5 0 30
5 1 25
6 0 20
6 1 16
7 0 18
7 1 12
8 0 30
8 1 14
9 0 13
9 1 17
10 0 17
10 1 32
11 0 22
11 1 0
12 0 19
12 1 21
13 0 32
13 1 36
14 0 4
14 1 32
15 0 3
15 1 18
16 0 38
16 1 21
17 0 29
17 1 37
18 0 37
18 1 36
19 0 9
19 1 27
20 0 5
20 1 38
21 0 27
21 1 21
22 0 17
22 1 23
23 0 31
23 1 19
24 0 16
24 1 26
25 0 12
25 1 8
26 0 33
26 1 2
27 0 35
27 1 8
28 0 2
28 1 4
29 0 30
29 1 1
30 0 2
30 1 15
31 0 9
31 1 34
32 0 11
32 1 4
33 0 12
33 1 16
34 0 17
34 1 6
35 0 19
35 1 2
36 0 17
36 1 31
37 0 17
37 1 2
38 0 31
38 1 26
39 0 1
39 1 22
