Machine598
40 2
0 0 18
0 1 17
1 0 20
1 1 28
2 0 6
2 1 19
3 0 16
3 1 27
4 0 26
4 1 29
5 0 38
5 1 6
6 0 18
6 1 1
7 0 36
7 1 24
8 0 28
8 1 36
9 0 33
9 1 38
10 0 24
10 1 17
11 0 17
11 1 16
12 0 30
12 1 12
13 0 1
13 1 24
14 0 21
14 1 29
15 0 18
15 1 23
16 0 29
16 1 24
17 0 21
17 1 29
18 0 33
18 1 12
19 0 9
19 1 0
20 0 29
20 1 25
21 0 1
21 1 16
22 0 20
22 1 27
23 0 37
23 1 22
24 0 1
24 1 6
25 0 23
25 1 36
26 0 27
26 1 18
27 0 19
27 1 35
28 0 5
28 1 39
29 0 37
29 1 2
30 0 11
30 1 30
31 0 13
31 1 26
32 0 9
32 1 8
33 0 0
33 1 5
34 0 24
34 1 16
35 0 30
35 1 29
36 0 15
36 1 4
37 0 27
37 1 23
38 0 14
38 1 32
39 0 33
39 1 28
