Machine307
40 2
0 0 9
0 1 20
1 0 18
1 1 35
2 0 10
2 1 22
3 0 36
3 1 21
4 0 0
4 1 15
5 0 11
5 1 6
6 0 36
6 1 34
7 0 0
7 1 15
8 0 14
8 1 28
9 0 23
9 1 13
10 0 5
10 1 29
11 0 2
11 1 20
12 0 14
12 1 5
13 0 35
13 1 31
14 0 35
14 1 22
15 0 23
15 1 34
16 0 1
16 1 37
17 0 25
17 1 14
18 0 32
18 1 18
19 0 32
19 1 39
20 0 29
20 1 8
21 0 39
21 1 29
22 0 3
22 1 9
23 0 1
23 1 8
24 0 25
24 1 25
25 0 37
25 1 29
26 0 7
26 1 26
27 0 11
27 1 7
28 0 12
28 1 1
29 0 37
29 1 34
30 0 24
30 1 7
31 0 2
31 1 30
32 0 16
32 1 6
33 0 21
33 1 4
34 0 6
34 1 34
35 0 12
35 1 5
36 0 0
36 1 15
37 0 17
37 1 27
38 0 37
38 1 17
39 0 18
39 1 31
