Machine344
40 2
0 0 31
0 1 4
1 0 26
1 1 5
2 0 18
2 1 11
3 0 19
3 1 21
4 0 12
4 1 38
5 0 30
5 1 21
6 0 38
6 1 29
7 0 18
7 1 23
8 0 0
8 1 27
9 0 22
9 1 34
10 0 8
10 1 5
11 0 9
11 1 0
12 0 34
12 1 9
13 0 34
13 1 10
14 0 18
14 1 31
15 0 32
15 1 27
16 0 36
16 1 18
17 0 35
17 1 2
18 0 0
18 1 11
19 0 14
19 1 10
20 0 18
20 1 7
21 0 21
21 1 15
22 0 9
22 1 5
23 0 23
23 1 25
24 0 38
24 1 9
25 0 36
25 1 16
26 0 32
26 1 7
27 0 33
27 1 12
28 0 20
28 1 2
29 0 0
29 1 20
30 0 31
30 1 12
31 0 24
31 1 19
32 0 7
32 1 14
33 0 29
33 1 5
34 0 38
34 1 13
35 0 8
35 1 3
36 0 21
36 1 13
37 0 16
37 1 31
38 0 15
38 1 30
39 0 24
39 1 8
